,Age,Income,MonthlyCharge,Tenure,Outage_sec_perweek,Email,Bandwidth_GB_Year,Yearly_equip_failure,PaperlessBilling,Churn,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Area_Suburban,Area_Urban,InternetService_Fiber Optic
4428,35,9121.25,235.1591,12.44495,15.4471,16,1747.993101,0,0,1,0,0,0,0,0,1,0,0,0,1,1
4429,24,22041.68,154.9618,5.147213,5.919886,11,1394.025763,0,0,1,1,0,0,0,1,0,0,0,1,0,0
4431,26,35553.18,107.482,8.454096,15.36682,15,1383.139451,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4433,85,28522.56,169.9447,12.36516,11.02093,14,1208.822377,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4434,32,8641.78,184.9496,4.023413,7.491292,11,1225.408596,0,1,1,0,0,0,0,0,0,1,0,0,1,0
4435,63,38737.86,172.4441,1.709971,6.693519,15,479.5519429,0,1,1,0,0,0,0,0,0,1,0,1,0,1
4436,40,38294.57,164.9853,8.209844,8.095364,8,1635.02715,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4437,31,10046.87,194.9744,3.713732,9.489342,7,827.2524803,1,1,1,0,0,0,0,0,0,1,0,0,0,1
4438,66,23693.41,172.4705,10.42522,8.186941,19,1619.969692,1,0,1,0,0,0,0,0,0,1,0,1,0,0
4439,72,61617.28,182.4833,4.849803,8.865023,8,679.3728327,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4440,42,26577.44,192.4404,14.47965,11.78952,13,1617.050793,2,1,0,1,0,0,0,0,0,0,0,1,0,1
4444,45,19623.2,167.4564,9.05217,8.688645,9,1042.770459,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4445,57,23188.83,159.965,1.210715,10.05346,16,347.446058,0,1,0,0,0,1,0,0,0,1,0,0,1,1
4446,38,15377.23,162.4653,2.509742,7.024459,15,1135.537453,0,1,0,1,0,1,0,0,0,0,0,1,0,0
4447,46,56868.44,222.65,1.193519,9.149023,8,863.525358,0,1,1,1,0,0,1,0,0,0,1,0,0,1
4448,42,23813.32,222.6281,6.736871,8.927502,10,1746.862212,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4449,62,32383.92,162.4689,3.033312,13.74408,6,618.6284163,0,1,1,1,0,1,0,0,0,0,0,0,1,1
4450,47,5570.57,152.4742,5.891019,8.931718,9,1294.614623,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4451,38,47890.17,147.4564,5.452285,12.17482,16,1153.463764,1,1,0,0,0,0,1,1,0,0,0,1,0,0
4452,45,58187.04,114.9509,8.342325,12.12404,12,1377.652033,0,1,0,1,0,0,1,0,0,0,0,1,0,0
4453,77,14301.62,114.9509,19.22796,9.448073,12,2267.103404,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4455,75,25130.75,197.4876,8.867984,7.739914,12,1089.367201,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4456,18,25947.16,117.4392,9.131577,10.71589,14,1458.027932,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4457,36,71686.32,124.9643,23.78115,8.313798,13,2025.167432,0,1,0,0,0,1,0,1,0,0,0,0,1,1
4458,40,14912.08,225.1457,3.575214,5.486343,14,1616.617211,0,1,1,1,0,0,0,0,0,1,0,0,1,0
4459,55,45856.05,147.4564,16.77025,10.51064,13,2045.813243,1,1,0,1,0,1,0,0,0,0,0,0,1,0
4460,18,8894.87,124.9607,2.546083,10.09739,14,886.9184762,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4462,62,37029.52,215.1591,1.871066,13.04395,8,1360.486206,1,1,1,0,0,0,0,0,0,0,0,0,0,0
4463,82,28823.65,225.1457,6.403708,15.08815,15,1649.105838,0,1,1,1,0,0,0,0,0,0,1,0,0,0
4464,39,98176.66,154.9919,10.4983,6.115071,16,1691.271964,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4466,54,41931.72,214.9525,9.894265,6.77211,11,1338.619611,2,1,0,0,0,1,0,0,0,0,1,0,0,1
4467,21,20057.8,222.6326,2.426747,7.383215,14,1385.269228,2,0,1,1,0,0,0,0,0,1,0,0,1,0
4468,49,110960.3,137.4392,9.790274,6.418039,14,1027.652777,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4469,42,33338.52,149.9621,4.419844,12.58951,10,927.4696678,0,0,1,1,0,0,1,1,0,0,0,0,1,1
4470,33,1405.18,152.4742,8.26392,6.808472,16,1514.229261,1,1,1,0,0,0,0,0,0,0,0,1,0,0
4471,62,67129.6,149.9915,8.157412,12.25073,8,909.7634001,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4472,88,143794.0,184.967,11.42705,8.167479,8,1209.083545,3,1,1,0,1,0,0,0,1,0,0,0,1,1
4474,38,32253.23,197.484,2.589118,9.303316,9,1351.962079,0,1,1,1,0,0,0,0,0,0,0,1,0,0
4475,82,100785.5,159.9476,8.902965,8.334039,11,1347.567075,0,1,1,1,0,0,0,0,0,1,0,0,1,0
4476,22,21395.1,124.9781,5.892496,12.17483,9,716.9177978,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4477,46,22922.41,139.9568,2.577535,12.30949,9,552.480335,1,1,0,0,0,0,1,0,0,1,0,1,0,1
4478,37,7588.08,182.4538,2.820837,6.421434,12,664.5638593,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4479,22,57737.27,275.1336,2.005733,3.267635,11,960.0935745,0,0,1,0,0,0,0,0,1,0,0,1,0,1
4480,51,35194.3,149.9621,11.30633,13.15165,16,1199.678982,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4482,84,14146.51,92.45514,11.17891,5.627745,15,1213.57856,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4483,88,14821.76,152.4798,7.326372,11.14208,13,858.2482994,0,0,0,0,0,0,1,0,1,0,0,1,0,1
4485,72,39382.66,240.1149,10.96384,11.89241,19,1398.087425,0,0,1,1,0,0,1,0,0,0,0,1,0,1
4486,28,93909.59,202.4433,12.75395,9.472208,8,1438.364422,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4487,25,14738.27,182.4676,1.1518,10.02031,9,695.0268746,0,1,1,1,0,0,0,0,0,1,0,0,1,1
4488,58,83027.06,194.9744,11.94283,8.288306,8,1289.865177,0,0,1,0,0,0,0,0,0,0,1,1,0,1
4489,74,25700.68,270.1604,2.147261,12.4173,15,1341.275592,0,1,1,1,0,0,0,0,1,0,0,0,0,0
4490,87,18148.08,235.1555,21.72982,11.04506,13,2757.839041,1,0,1,0,0,1,0,0,1,0,0,0,0,0
4491,32,8457.83,139.983,7.042459,7.457158,11,1228.595252,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4492,27,29924.06,119.9568,3.592376,6.583497,16,1189.261161,1,1,1,1,0,0,0,0,1,0,0,0,0,0
4494,30,13556.67,232.6415,6.831686,10.54776,11,1491.790762,1,1,1,1,0,0,1,0,1,0,0,0,1,1
4495,60,45091.73,144.9607,12.94793,11.1808,12,1126.457158,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4496,81,55861.93,212.6415,2.284487,9.014014,11,1119.209524,1,1,1,1,0,1,0,0,0,0,0,1,0,0
4497,83,13133.15,139.9875,12.2964,12.2074,10,1459.899487,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4498,63,16966.71,117.4392,1.655301,10.5572,14,837.3072679,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4499,50,54507.76,172.5104,19.69566,8.471092,16,1876.809732,1,1,0,0,0,1,0,0,0,1,0,0,0,1
4500,45,30502.48,192.4404,7.521969,8.034529,9,1129.471568,1,1,1,1,0,1,0,0,0,0,0,1,0,1
4501,30,17739.09,194.9663,5.123883,12.15506,18,1418.327071,1,1,1,1,0,0,1,0,0,1,0,0,1,0
4502,87,348.67,202.6362,14.86376,10.36876,17,2089.529125,0,1,1,1,0,0,0,0,1,0,0,1,0,0
4503,70,70656.34,182.497,5.141927,10.97367,15,708.4028154,0,1,0,0,0,0,1,0,0,1,0,1,0,1
4504,28,30661.99,172.4441,1.554749,8.985931,11,489.2316753,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4506,35,114401.9,167.4847,15.12559,7.455787,9,2229.929037,0,1,0,1,0,0,1,0,0,0,1,0,0,0
4507,37,9447.9,129.9483,5.113589,10.66131,12,1241.024324,1,0,0,1,0,0,0,1,0,0,0,0,1,0
4508,50,25990.9,147.4421,10.88666,15.40713,15,1129.578351,0,1,1,1,0,0,0,1,0,0,0,0,0,1
4509,34,22492.61,139.9349,4.343093,9.284367,12,1137.986536,0,1,0,0,0,0,1,1,0,0,0,0,1,0
4510,58,23346.19,117.4392,7.470963,9.896438,15,1453.3619,0,1,0,1,0,1,0,0,1,0,0,0,1,0
4513,78,30351.92,107.482,7.685406,4.990463,9,1057.31153,1,1,0,0,0,1,0,0,0,0,0,0,0,0
4514,89,22290.4,257.6375,5.379951,8.76195,11,1640.268544,1,1,1,0,0,0,1,0,0,0,1,0,1,0
4515,18,21768.05,174.9755,8.387889,14.60563,10,1377.344633,0,1,1,1,0,0,0,0,0,0,0,0,1,1
4516,89,17072.33,184.9647,8.561641,11.32238,13,984.7206752,0,1,0,1,0,0,1,0,0,0,0,1,0,1
4517,66,61921.5,132.466,17.24595,4.065974,9,2399.954293,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4518,53,15625.86,94.97283,4.457562,10.74617,5,983.5423493,1,0,1,1,0,0,0,0,0,0,1,0,1,0
4520,66,118179.2,182.4676,3.77596,12.48633,8,775.6207448,1,0,1,1,0,0,0,0,0,0,1,0,1,1
4522,62,72453.23,214.9663,10.32752,8.236332,12,1274.789671,0,1,0,0,0,0,0,0,0,0,1,1,0,1
4523,28,23660.82,214.9525,7.668017,10.79999,15,1139.028165,0,0,1,1,0,0,0,0,0,0,0,0,1,1
4524,55,12526.34,129.9483,7.461144,12.17705,10,1296.523969,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4525,55,79125.31,147.4564,10.07469,8.854371,6,1527.978319,0,1,0,1,0,0,0,1,0,0,0,0,0,0
4526,59,15840.4,154.9755,1.692565,7.194451,13,1015.460451,0,1,1,1,0,0,1,0,0,0,0,0,1,0
4527,28,13366.53,204.9634,15.54856,4.705946,10,1835.681416,0,1,0,1,0,0,1,0,1,0,0,0,0,1
4528,38,48364.58,127.4421,4.18206,6.220807,15,1094.624835,0,1,0,1,0,0,1,0,1,0,0,0,1,0
4529,79,94353.42,129.9778,5.260996,16.97213,10,945.5437173,1,0,1,0,1,0,0,0,1,0,0,1,0,0
4530,34,66249.33,149.9447,4.480346,5.548308,7,1127.193482,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4531,61,35831.39,142.4526,8.652909,9.16108,9,1771.134878,1,0,0,1,0,1,0,0,0,0,0,0,1,0
4532,71,93402.26,232.624,10.65198,12.41991,10,1855.20004,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4534,74,10992.6,112.4551,15.4522,7.997377,16,1213.799389,1,1,0,0,0,0,1,0,0,0,1,0,0,1
4536,84,42889.58,144.9607,21.55836,11.2842,14,1835.575859,0,1,0,1,0,0,0,0,1,0,0,0,1,1
4537,57,12204.42,192.4567,14.0669,7.210462,13,1443.483853,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4540,76,22935.18,92.45514,19.84947,11.97204,13,2063.325487,0,1,0,1,0,0,0,0,0,0,1,1,0,0
4541,53,21579.33,257.6549,4.83427,9.419642,17,1159.364961,1,1,1,0,0,0,0,0,1,0,0,0,0,1
4542,75,26811.22,225.1457,3.11391,10.9973,12,1340.927976,0,0,1,1,0,0,1,0,0,0,0,1,0,0
4544,78,3598.04,184.9496,10.35346,12.82092,6,1640.315966,0,0,0,1,0,1,0,0,1,0,0,0,1,0
4545,22,69497.03,149.9778,6.506483,10.46818,12,917.1665939,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4546,32,41207.42,162.4538,17.95045,9.044706,13,2303.354723,0,1,0,0,0,0,1,1,0,0,0,0,0,0
4547,78,14825.22,174.9699,6.214398,6.946114,11,1251.894626,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4548,56,22142.61,184.9715,14.66847,14.23119,9,1880.004543,0,1,1,1,0,0,0,0,0,1,0,1,0,1
4549,79,69833.88,182.447,5.628186,8.989878,6,650.4414677,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4550,68,60288.26,149.9447,10.5771,14.288,11,1515.274871,0,0,0,0,0,0,1,0,0,1,0,1,0,0
4552,48,12224.95,157.4836,3.367303,9.780193,7,558.284596,0,1,1,0,0,0,0,0,0,1,0,0,1,1
4556,44,64963.05,127.4601,13.23966,8.54284,12,1735.029687,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4557,51,48170.55,129.9598,18.44435,8.357842,5,2182.755951,1,1,1,0,0,0,0,0,1,0,0,0,0,0
4558,54,23918.86,152.466,2.941261,12.09121,7,498.8080579,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4559,24,33281.77,162.4608,21.07565,3.919237,13,2673.10157,1,1,0,1,0,1,0,0,0,1,0,1,0,0
4561,75,71503.36,237.6549,11.76248,10.95217,7,2037.626802,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4562,70,7257.49,167.4564,2.691911,19.26111,8,347.3046722,0,1,1,0,0,0,0,0,1,0,0,0,0,1
4563,36,21092.07,232.6415,6.999666,5.676999,13,1161.766944,0,1,1,0,0,0,1,0,0,0,1,1,0,1
4564,47,68629.48,179.9794,3.896108,8.266471,12,729.6672295,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4565,71,59242.86,257.6513,6.564797,7.998222,8,1801.105672,0,1,1,1,0,0,1,0,1,0,0,0,1,0
4566,51,48114.78,159.9476,13.72738,10.03556,8,1844.506934,0,1,1,1,0,0,0,0,0,1,0,0,0,0
4568,79,8328.28,169.9447,14.41688,13.71415,16,1458.177149,1,0,0,1,0,1,0,0,0,0,0,0,1,1
4569,69,48219.15,194.9525,6.186874,7.933312,17,1183.666028,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4570,32,10607.43,232.624,8.380626,16.32484,15,1827.741525,0,1,1,1,0,1,0,0,1,0,0,1,0,0
4572,65,66156.08,162.4538,4.899337,12.95024,15,1125.779521,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4573,20,23334.38,169.9447,8.574964,15.41725,15,1296.081512,0,1,0,1,0,1,0,0,0,0,1,1,0,1
4574,70,69183.29,255.1198,31.79027,13.7572,9,3575.871459,1,1,1,0,0,0,1,0,0,0,1,0,0,0
4576,19,37461.63,262.6106,14.31807,9.424779,8,1924.414895,0,1,1,0,0,0,1,0,0,1,0,1,0,1
4577,21,42139.77,172.4441,21.43457,9.838314,13,2141.091982,0,1,0,0,0,0,0,1,0,0,0,0,1,1
4578,74,16197.52,197.4876,4.439464,10.53808,11,729.7825005,0,1,0,0,0,1,0,0,0,1,0,0,1,1
4582,37,50998.43,184.9496,9.042296,8.259761,13,1852.013833,0,1,0,1,0,1,0,0,0,0,0,0,1,0
4584,78,41637.08,172.4624,5.933094,9.542495,12,786.1863432,2,1,0,0,1,1,0,0,0,0,1,1,0,1
4585,61,81068.69,139.9568,23.08203,9.040251,9,2199.664389,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4586,57,40120.86,114.9509,13.45113,9.654898,14,1613.057137,3,0,0,0,0,0,0,1,0,0,0,0,1,0
4588,19,11943.45,232.6415,14.41788,8.642754,8,1872.389857,1,1,0,1,0,0,1,0,0,0,0,1,0,1
4589,53,38916.4,184.967,6.2061,11.03946,15,904.3179865,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4590,69,42780.53,174.9744,17.38432,10.17393,15,2140.11456,1,1,1,0,1,0,0,0,0,0,0,0,0,0
4591,38,48911.65,202.65,4.490588,10.27072,11,1542.618812,1,0,1,1,0,0,0,1,0,0,0,0,0,0
4592,74,79890.24,200.1323,2.893617,7.279879,10,1280.101622,2,0,0,1,0,1,0,0,0,1,0,0,1,0
4593,66,24929.75,144.9607,7.634806,9.282026,13,753.7251984,0,1,0,1,0,0,1,0,0,1,0,1,0,1
4594,87,58884.99,104.9643,3.794574,8.164724,9,726.148196,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4595,55,48618.33,182.4608,6.905799,7.121114,15,914.6362933,0,1,0,0,0,0,0,0,1,0,0,0,1,1
4596,25,23367.98,114.9509,21.26763,13.79996,11,2327.656652,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4597,20,27558.14,144.9607,2.507107,9.700117,10,463.6732561,1,0,0,0,0,0,1,0,1,0,0,0,0,1
4598,82,46381.14,174.9755,7.721518,7.601603,9,1065.856964,0,1,0,0,0,0,1,0,0,1,0,1,0,1
4599,89,54862.38,159.9349,2.886437,6.890953,11,486.381294,0,1,0,0,0,1,0,0,1,0,0,0,1,1
4601,48,84113.15,129.9483,8.093081,9.224349,14,1340.469295,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4603,40,69433.42,160.0013,11.3031,4.386127,17,1217.604663,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4604,21,82130.46,149.9378,7.445235,8.158876,11,1450.159924,0,0,0,1,0,1,0,1,0,0,0,1,0,0
4605,59,59532.16,182.4676,1.877939,12.73982,8,503.6435762,1,1,0,0,0,0,0,0,0,0,0,0,1,1
4606,58,23080.06,187.4847,2.347884,8.421514,10,616.2094946,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4607,33,52137.85,92.45514,24.69325,10.12355,9,2693.549899,1,1,1,1,0,0,0,0,1,0,0,1,0,0
4608,35,56315.69,139.9349,4.768185,9.020485,15,1138.754327,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4609,24,15091.63,144.9889,8.824037,6.649137,13,1670.183322,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4610,79,14541.24,184.9715,7.364002,11.78479,16,1144.514093,0,0,1,1,0,0,0,0,0,1,0,0,1,1
4612,75,116628.8,159.9875,1.921112,7.425681,13,397.1455126,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4614,21,54864.24,214.9663,2.987316,5.236974,15,838.558113,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4615,75,51379.67,240.1149,12.04581,6.454722,10,1569.259659,0,1,1,1,0,0,0,0,0,1,0,0,0,1
4617,59,42452.02,172.4441,1.76975,14.39916,15,483.0491679,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4619,20,15200.71,127.4421,12.22703,9.12824,11,1782.043347,0,1,0,1,0,0,1,0,0,0,0,1,0,0
4620,86,23583.59,194.9882,9.517342,16.83197,11,1162.432794,0,0,0,1,0,0,1,0,0,0,1,1,0,1
4621,27,43148.68,124.9643,2.611838,10.52558,9,320.1072613,0,1,0,0,0,0,1,1,0,0,0,0,1,1
4622,67,7500.54,137.4836,3.27379,9.19204,10,891.754556,1,1,0,1,0,1,0,0,1,0,0,0,1,0
4623,37,3717.97,222.6143,13.55138,10.12336,11,2117.66,1,0,1,0,0,0,1,0,0,0,1,0,1,0
4625,29,54929.43,192.4705,17.74303,10.96282,14,1958.174563,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4626,31,25692.2,220.1149,10.52104,6.696491,13,2186.78593,2,1,1,1,0,1,0,0,1,0,0,0,0,0
4627,57,1055.12,124.9781,2.241794,10.39479,12,323.751566,1,1,1,1,0,0,0,0,0,0,0,1,0,1
4628,55,28643.72,199.9902,8.828042,5.565705,11,1997.36133,0,1,1,1,0,0,0,0,0,1,0,0,0,0
4629,36,18232.01,179.9476,15.46234,13.7442,9,1786.342426,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4630,77,36545.88,117.4686,6.974284,5.93514,12,1235.844622,0,1,0,1,0,0,1,1,0,0,0,1,0,0
4631,85,61034.25,124.9781,19.6447,5.436159,13,1657.906578,0,1,0,1,0,0,0,0,0,0,1,1,0,1
4633,54,27152.87,159.9349,5.924783,10.64116,12,880.8737878,0,1,1,0,0,0,0,0,0,1,0,0,0,1
4634,77,32854.92,187.6094,12.65954,6.482152,11,1892.964163,0,1,1,1,0,1,0,0,1,0,0,0,0,0
4635,34,20545.0,220.1323,4.254025,8.222102,14,939.0291358,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4636,21,33029.84,207.4754,12.4341,12.60968,15,1999.64045,1,1,1,0,0,1,0,0,0,0,1,0,0,0
4639,49,30638.08,194.9581,3.171487,9.208445,14,773.5217752,0,1,1,1,0,0,0,1,0,0,0,0,0,1
4641,65,44087.97,152.466,7.813168,5.587786,6,923.5059358,1,0,0,0,0,0,1,0,0,0,0,0,0,1
4643,25,32005.71,124.9607,20.91805,9.736531,13,2523.250672,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4644,29,42123.52,255.1336,7.502506,11.89732,17,1878.869681,1,1,1,1,0,0,0,0,0,0,1,1,0,0
4645,25,46766.41,159.9349,13.21297,8.671284,14,1743.325286,1,1,0,1,0,1,0,0,0,1,0,0,1,1
4646,80,12363.22,245.1283,15.61752,7.581507,12,2335.858768,0,0,1,1,0,0,1,0,0,0,0,0,0,0
4647,76,9225.43,147.4421,9.74066,9.492721,13,1042.786672,0,1,0,1,0,0,0,0,0,0,1,1,0,1
4648,40,25303.83,207.6094,7.276075,12.56211,13,1143.400963,0,1,1,0,0,0,0,1,0,0,0,1,0,1
4651,21,133161.6,159.9476,8.542338,11.11437,12,1497.298277,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4654,62,24528.06,242.6281,1.712499,13.1717,5,763.7549084,2,1,1,0,0,1,0,0,0,0,1,0,0,1
4655,38,25707.64,179.9476,8.512387,11.08933,11,1292.607065,0,0,1,1,0,0,0,0,0,0,1,1,0,1
4656,41,50135.13,207.6094,8.747794,8.698426,13,1246.19633,1,1,1,1,0,1,0,0,1,0,0,1,0,1
4657,23,62214.19,182.4608,7.019257,12.69049,13,998.0645117,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4658,76,7377.09,192.4705,13.69077,12.84627,9,1492.762296,0,0,1,1,0,0,0,0,1,0,0,0,1,1
4659,69,32032.54,139.9875,4.208515,8.081871,12,956.1671721,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4660,37,23761.42,184.9496,18.34508,11.2072,9,2281.87219,0,1,0,0,1,0,1,0,0,0,0,0,0,0
4661,47,57660.95,117.4392,8.873645,14.20931,18,1512.005651,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4662,86,12975.69,127.4738,5.188006,12.13152,11,1039.131091,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4663,80,24570.19,162.4538,10.76731,3.609651,13,1512.108737,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4665,25,13744.26,172.4624,6.360959,16.64511,17,1050.342085,0,1,1,1,0,0,0,1,0,0,0,0,1,1
4667,47,75524.57,179.9476,18.98342,12.52841,12,2038.787429,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4668,33,22361.08,200.1185,14.07058,10.82392,10,2079.326294,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4670,75,16787.14,159.9656,5.833919,8.38306,11,1098.532284,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4672,36,40437.45,167.4564,10.61246,9.928535,12,1190.056958,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4673,46,34489.63,172.4567,3.878332,3.445762,17,1006.71226,1,0,0,0,0,1,0,0,0,0,1,1,0,0
4674,57,29448.24,235.1372,7.600934,7.829908,14,1696.720466,2,1,1,1,0,1,0,0,0,0,0,0,0,0
4675,75,32910.92,114.9728,14.28503,8.955689,16,1241.590602,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4676,50,8148.12,270.1604,7.821554,8.530991,12,2022.556285,1,1,1,0,0,1,0,0,0,1,0,0,1,0
4677,34,63574.11,235.1591,4.533178,9.803773,9,1396.329395,0,0,1,1,0,1,0,0,0,1,0,0,0,1
4678,38,47347.97,252.6378,5.429608,8.141997,16,1186.544217,2,1,1,0,0,0,1,0,0,1,0,0,1,1
4680,21,40598.75,242.6106,6.588658,7.277557,12,1667.235527,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4684,54,31168.17,267.6647,10.06351,9.976411,14,1716.442787,0,0,1,0,0,0,1,0,0,1,0,1,0,1
4686,73,21336.57,152.4555,11.5917,6.783472,9,1786.980349,3,1,0,1,0,1,0,0,0,0,1,1,0,0
4689,63,2606.74,164.9853,3.422801,14.8463,9,1245.217129,1,0,0,1,0,1,0,0,0,0,1,1,0,0
4690,35,9694.63,134.9509,6.264945,8.331754,12,857.5127538,0,0,0,1,0,0,1,0,1,0,0,0,0,1
4691,63,18927.94,190.127,8.675197,9.524691,7,1671.330908,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4692,55,29360.19,164.9889,14.58336,10.12439,12,1581.65754,0,1,0,1,0,0,0,1,0,0,0,1,0,1
4693,41,44031.24,94.97283,2.856149,6.112396,11,830.1003254,0,1,0,1,0,0,0,0,0,0,1,1,0,0
4694,77,19315.16,124.9643,8.390283,8.990971,14,835.073392,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4695,78,32498.09,124.9643,16.64412,15.59122,11,1333.45659,3,1,0,0,0,0,0,1,0,0,0,1,0,1
4696,39,41918.85,242.6143,4.46492,9.95519,14,953.0836423,0,1,1,0,0,0,0,0,0,1,0,0,1,1
4697,51,68851.11,159.9349,4.16861,0.826998,8,654.4586472,0,1,1,0,0,0,0,0,0,0,0,1,0,1
4698,22,29749.39,255.1555,12.62182,11.91957,13,1802.889936,0,0,1,0,1,0,0,1,0,0,0,0,0,1
4699,30,67585.42,222.65,16.37611,9.767413,14,2020.604314,0,1,1,0,0,1,0,0,0,0,1,1,0,1
4700,32,52866.31,277.6513,4.581601,10.19732,12,1383.764044,0,1,1,1,0,0,0,0,0,1,0,0,1,1
4701,74,82673.37,149.9598,12.14985,7.690174,14,1147.311353,1,1,0,0,0,1,0,0,0,0,0,0,1,1
4702,29,38159.22,225.1457,11.739,4.460194,10,2212.982101,1,1,1,0,0,0,0,0,0,1,0,0,0,0
4703,77,42693.35,235.1417,7.819376,4.443747,11,1617.064452,0,1,1,1,0,1,0,1,0,0,0,1,0,0
4704,72,82818.2,217.484,12.53901,8.884019,16,1642.266752,0,1,1,1,0,0,0,0,0,1,0,0,1,1
4705,32,21594.76,184.9853,7.766899,17.05296,12,1166.167844,0,1,1,1,0,0,0,0,0,0,0,0,0,1
4706,37,10949.55,167.4564,4.219362,12.94718,13,786.0804243,1,1,0,1,0,1,0,0,0,1,0,0,1,1
4707,24,64951.03,167.4564,18.75702,9.946647,12,1989.102456,1,1,0,1,0,0,0,0,0,0,0,0,0,1
4708,31,36500.99,104.9781,9.875391,11.5963,11,1478.755528,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4709,86,44969.31,187.4974,2.323179,13.23552,12,990.7760503,1,1,0,1,0,1,0,0,0,0,0,0,1,0
4710,70,68023.12,172.4885,10.48384,13.28373,14,1488.721642,0,1,1,0,0,0,0,0,0,1,0,0,1,0
4711,65,9626.88,204.9797,6.027061,9.902107,12,761.3473324,0,1,1,0,0,0,0,0,0,0,0,0,0,1
4712,67,13773.86,162.4689,18.84228,9.876501,10,1836.018288,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4713,58,20358.54,154.9618,7.895618,8.927855,11,1460.696574,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4714,71,39839.69,182.447,15.37459,11.69477,15,1475.269918,1,0,0,0,0,0,0,0,0,1,0,1,0,1
4715,57,28008.97,114.9728,9.260977,10.64089,8,1012.08426,0,1,0,1,0,0,0,0,0,0,0,0,1,1
4716,82,84637.15,194.9744,12.13697,13.78681,11,1288.655023,0,1,1,0,0,0,0,1,0,0,0,0,0,1
